I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
215.517	145.792	27.4515	3.36026	0.835253	178.584	-6.08045	-1.30904	0.0489258	65.0191	4223.84	-0.222843	2.49311	0.0163638	1.18137	6.59799	4.94386	-5.09646	-2.11717	-1.27003	0.321238	7.62334	7.14152	7.55732	10884.4	1482.61	0.524761	0.601897	2631.6	29157.9	5573.81	874.612	98.5256	278.615	39.2718	3.08225	0.231957	7.47692	-0.45	-0.1
214.987	145.799	27.4293	3.36043	0.835885	178.598	-6.10514	-1.31523	0.0498439	63.4043	4252.24	-0.234486	2.46442	0.0166872	1.63303	4.42421	5.05847	-5.16828	-2.15703	-1.33329	0.32067	7.67353	7.1894	7.5293	10819.9	1474.86	0.530597	0.615865	2599.4	27970.2	5379.94	894.732	93.1584	269.413	37.9731	3.1623	0.21596	7.38362	-0.449648	-0.1
214.456	145.806	27.4071	3.36059	0.836521	178.613	-6.13088	-1.3216	0.0508448	61.6939	4281.04	-0.247913	2.44819	0.0171359	2.32115	1.25513	5.1916	-5.24985	-2.2035	-1.40531	0.320047	7.7161	7.23015	7.50263	10784.7	1466.37	0.536348	0.628593	2571.57	26717	5282.53	860.17	97.2612	262.204	37.5141	3.01673	0.226181	7.28769	-0.449296	-0.1
213.926	145.813	27.3849	3.36076	0.837151	178.627	-6.15684	-1.32797	0.0518641	59.9711	4309.85	-0.261436	2.43434	0.0176138	3.01176	-1.91864	5.32761	-5.33401	-2.25249	-1.47954	0.319358	7.75792	7.27019	7.4766	10754.8	1457.81	0.54203	0.641164	2544.38	25457	5173.01	827.243	99.9663	255.036	36.9984	2.88211	0.232931	7.19109	-0.448945	-0.1
213.395	145.82	27.3628	3.36093	0.837792	178.641	-6.18383	-1.3346	0.0529705	58.1874	4339.22	-0.276599	2.43229	0.0182308	3.74875	-5.17252	5.47284	-5.43065	-2.315	-1.56515	0.318196	7.79614	7.30688	7.45425	10750.9	1449	0.547329	0.652992	2520.59	24328.1	4940.15	794.068	93.5123	248.961	35.6543	2.75456	0.21701	7.09148	-0.448593	-0.1
212.864	145.827	27.3406	3.36109	0.838421	178.655	-6.21135	-1.3412	0.0541178	56.39	4368.58	-0.291655	2.4342	0.0189106	4.45809	-8.25605	5.62524	-5.53362	-2.38222	-1.65545	0.316962	7.83357	7.34284	7.43397	10753.4	1440.18	0.552474	0.664561	2498.02	23112	4734.04	760.455	87.4436	242.21	34.5599	2.63741	0.202453	6.99056	-0.448241	-0.1
212.334	145.835	27.3184	3.36126	0.839067	178.669	-6.23977	-1.34813	0.0553447	54.5639	4398.68	-0.308193	2.44433	0.0197129	5.14873	-11.0413	5.78518	-5.64879	-2.46014	-1.75594	0.315405	7.86948	7.37738	7.41859	10769.1	1431.43	0.557221	0.675599	2478.32	21620	4634.31	726.995	82.8962	232.879	34.4142	2.5452	0.192337	6.88724	-0.447889	-0.1
211.803	145.842	27.2962	3.36142	0.839696	178.683	-6.26906	-1.35502	0.0566422	52.7143	4428.84	-0.324309	2.45897	0.0206158	5.77751	-13.456	5.95781	-5.77614	-2.5473	-1.86521	0.313724	7.90453	7.41112	7.40614	10788.7	1422.61	0.561805	0.686275	2460.21	20194.4	4463.79	686.152	78.1741	222.727	33.6547	2.42639	0.182556	6.78179	-0.447538	-0.1
211.273	145.849	27.274	3.36159	0.840346	178.698	-6.2992	-1.36226	0.058016	50.8346	4459.82	-0.341586	2.47911	0.0216295	6.36889	-15.4848	6.13752	-5.91738	-2.64592	-1.98505	0.311747	7.93855	7.44389	7.39697	10813.7	1413.74	0.566162	0.696564	2443.97	19319.5	4142.3	651.932	73.8905	217.876	31.6408	2.35442	0.174459	6.67416	-0.447186	-0.1
210.742	145.856	27.2519	3.36176	0.840978	178.712	-6.33059	-1.36952	0.0594969	48.9219	4491.06	-0.358269	2.50254	0.0227773	6.84942	-16.9526	6.33641	-6.0783	-2.76093	-2.11944	0.309575	7.97062	7.47485	7.38931	10835.4	1404.25	0.570544	0.706306	2429.17	18414.8	3925.93	611.381	69.6461	209.204	30.5202	2.25607	0.16702	6.56356	-0.446834	-0.1
210.211	145.863	27.2297	3.36193	0.841629	178.726	-6.36278	-1.37712	0.0610514	46.9782	4523.14	-0.375686	2.52877	0.02402	7.26107	-18.0057	6.54207	-6.25572	-2.89054	-2.26516	0.307099	8.00119	7.5044	7.38248	10855.6	1394.21	0.574999	0.715675	2415.37	17798.8	3762.61	576.19	65.54	201.483	29.8708	2.19273	0.160335	6.45099	-0.446482	-0.1
209.681	145.87	27.2075	3.3621	0.842263	178.74	-6.39665	-1.38481	0.0627588	45.0253	4555.81	-0.392719	2.55584	0.0254303	7.53867	-18.4343	6.76998	-6.45534	-3.04275	-2.43244	0.304341	8.02746	7.52993	7.37057	10864.7	1382.52	0.579856	0.724552	2401.24	17171.9	3603.22	515.086	61.5584	188.292	29.1958	1.97802	0.153886	6.33462	-0.446131	-0.1
209.15	145.877	27.1854	3.36227	0.842915	178.755	-6.43114	-1.39281	0.0645361	43.0606	4589.28	-0.41024	2.58334	0.0269146	7.75276	-18.5716	7.00252	-6.66672	-3.20718	-2.60997	0.301346	8.05142	7.55329	7.35531	10869.1	1369.85	0.584978	0.73323	2386.73	16047.9	3491.92	428.747	57.5478	167.778	28.8619	1.6229	0.147444	6.21643	-0.445779	-0.1
208.62	145.885	27.1632	3.36243	0.843552	178.769	-6.46814	-1.40101	0.0665131	41.0936	4623.7	-0.428377	2.6098	0.0286102	7.84459	-18.0009	7.26556	-6.91122	-3.40511	-2.81931	0.298008	8.07008	7.57169	7.33051	10856.9	1354.79	0.591217	0.741668	2370.54	16972.1	3205.51	398.954	52.8914	159.252	27.1521	1.55491	0.138571	6.09447	-0.445427	-0.1
