I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
221.532	150.462	27.7036	3.47015	1.25498	178.538	-5.57237	-1.89163	0.0383187	92.2306	5973.56	-0.275756	2.95703	0.0129176	0.889803	-0.135015	4.59574	-6.53419	0.764778	-2.39183	0.42377	7.20657	6.74186	8.78956	11694.9	1609.12	0.522975	0.465332	3364.19	41164.2	7284.29	1217.46	145.217	583.673	70.2179	6.3536	0.409457	8.79929	-0.44	-0.15
220.779	150.331	27.672	3.46707	1.24325	178.669	-5.6052	-1.88952	0.0392056	89.7293	6006.55	-0.287917	2.92916	0.0132932	0.759902	0.429438	4.65253	-6.69115	0.78214	-2.547	0.417403	7.36368	6.89002	8.78652	11632.6	1609.13	0.527576	0.490753	3277.37	40704.9	7113.89	1178.04	135.234	561.825	68.0606	6.05537	0.376228	8.66572	-0.44	-0.148492
220.027	150.2	27.6405	3.46399	1.23148	178.8	-5.63874	-1.88785	0.0401385	87.1981	6039.86	-0.305566	2.89777	0.0136768	0.55192	1.34144	4.7085	-6.84994	0.798502	-2.71692	0.410522	7.52142	7.03882	8.77925	11559.7	1606.67	0.533861	0.51784	3192.38	39057.7	6762.51	1178.26	134.59	521.608	64.0793	6.06464	0.373783	8.53049	-0.44	-0.146985
219.275	150.069	27.6089	3.46091	1.2197	178.931	-5.67303	-1.88681	0.0411304	84.6578	6073.03	-0.332447	2.86026	0.0140591	0.21892	2.77826	4.75495	-7.0004	0.80672	-2.90229	0.402497	7.6766	7.18529	8.76639	11472.6	1601.74	0.54176	0.546584	3110.88	36905	6899.07	1099.44	137.815	486.732	64.8053	5.52082	0.38532	8.39345	-0.44	-0.145477
218.547	149.938	27.5784	3.45782	1.20789	179	-5.70686	-1.88563	0.0421366	82.1896	6103.94	-0.367984	2.81743	0.0144165	-0.194265	4.5641	4.79245	-7.14494	0.806309	-3.09744	0.393857	7.81852	7.31934	8.74524	11375.1	1595.22	0.55036	0.574585	3035.21	34938.9	6850.58	1045	130.579	457.748	64.0725	5.07162	0.359592	8.25951	-0.44	-0.14397
217.847	149.806	27.5491	3.45472	1.19605	179	-5.74009	-1.88421	0.0431519	79.805	6132.4	-0.413438	2.76864	0.0147404	-0.61758	6.36198	4.8252	-7.29171	0.800884	-3.30512	0.385	7.94607	7.43993	8.71722	11266.9	1587.63	0.559329	0.601397	2965.89	33479.6	6654.74	1005.62	119.778	440.958	62.2214	4.69452	0.321242	8.12926	-0.44	-0.142462
217.147	149.674	27.5198	3.45162	1.1842	179	-5.77412	-1.88336	0.044224	77.3981	6160.26	-0.468364	2.71105	0.0150368	-1.03176	7.92987	4.85591	-7.44707	0.788511	-3.52849	0.375787	8.06196	7.54963	8.68098	11142.8	1579.05	0.568645	0.627612	2900.85	32043.4	6464.52	972.399	109.342	429.521	60.7825	4.35933	0.287454	7.99709	-0.44	-0.140955
216.446	149.542	27.4904	3.4485	1.17232	179	-5.80918	-1.88322	0.0453743	74.9328	6187.65	-0.536513	2.64787	0.0153259	-1.02177	7.13869	4.88268	-7.6356	0.762978	-3.78144	0.365807	8.17221	7.6541	8.6481	11006.1	1569.99	0.577971	0.653912	2841.76	31567.9	6227.51	962.623	111.183	442.171	59.2189	4.24075	0.290478	7.86209	-0.44	-0.139447
215.746	149.41	27.4611	3.44539	1.16041	179	-5.84506	-1.88369	0.0465911	72.385	6214.91	-0.61348	2.59098	0.0156757	-0.529197	3.99526	4.90818	-7.85812	0.725718	-4.05929	0.355217	8.27837	7.75475	8.61878	10879.1	1560.72	0.587123	0.680068	2787.13	30415.3	5994.87	923.101	111.399	442.755	57.4612	3.93192	0.288759	7.72443	-0.44	-0.13794
215.045	149.277	27.4318	3.44226	1.14848	179	-5.88197	-1.88496	0.0478938	69.7388	6242.25	-0.700623	2.55207	0.0161689	0.530427	-1.81027	4.93217	-8.129	0.674102	-4.37034	0.343903	8.38	7.85119	8.59435	10784.5	1551.38	0.595963	0.705949	2737.63	28535.3	5811.33	863.707	102.36	429.907	55.9341	3.4718	0.26043	7.58305	-0.44	-0.136432
214.345	149.144	27.4025	3.43914	1.13653	179	-5.92044	-1.8875	0.0493302	66.9959	6270.55	-0.796403	2.5463	0.0169501	1.8718	-8.45128	4.95421	-8.47501	0.599806	-4.7275	0.331865	8.47702	7.94334	8.57829	10747.6	1542	0.604638	0.731378	2694.6	26335.1	5601.62	873.839	96.48	409.823	54.4725	3.49913	0.241578	7.4363	-0.44	-0.134925
213.644	149.011	27.3732	3.436	1.12456	179	-5.96007	-1.89102	0.050869	64.1981	6300.15	-0.897553	2.55848	0.0179292	3.09613	-14.3994	4.96747	-8.87761	0.50548	-5.12207	0.318911	8.57027	8.03199	8.56575	10739.2	1531.85	0.613642	0.756295	2655.08	24688.6	5317.53	854.922	94.4612	397.445	51.8713	3.39867	0.233142	7.28554	-0.44	-0.133417
212.992	148.877	27.3459	3.43286	1.11256	178.877	-5.99793	-1.89388	0.0523916	61.5668	6327.9	-1.00615	2.58589	0.0190287	4.00352	-18.9623	4.98221	-9.33444	0.408701	-5.53995	0.306703	8.65491	8.1125	8.55886	10753.8	1521.65	0.622633	0.7792	2621.59	23294	4977.37	782.62	97.0736	383.307	48.1074	3.0238	0.237744	7.1423	-0.44	-0.13191
212.344	148.744	27.3188	3.42972	1.10055	178.744	-6.03756	-1.89841	0.0540924	58.8623	6358.65	-1.12235	2.62874	0.0204126	4.50412	-21.7123	4.9728	-9.86784	0.274924	-6.0193	0.292726	8.73387	8.1877	8.54987	10779.2	1508.29	0.633167	0.801686	2590.32	20396.5	4767.29	673.738	88.5124	332.04	45.4497	2.49342	0.214743	6.99339	-0.44	-0.130402
211.695	148.61	27.2917	3.42656	1.0885	178.61	-6.07874	-1.90436	0.0559367	56.0987	6392.51	-1.25433	2.67555	0.0219797	4.72539	-23.4467	4.92848	-10.4608	0.112025	-6.55812	0.27654	8.81405	8.26407	8.54056	10795.2	1492.92	0.645439	0.82511	2559.07	18444.6	4523.31	610.519	80.4855	301.13	43.0733	2.27169	0.197384	6.83963	-0.44	-0.128894
211.047	148.475	27.2646	3.4234	1.07644	178.475	-6.12127	-1.91156	0.0579125	53.2648	6428.52	-1.39362	2.72551	0.0237074	4.74976	-24.3513	4.85747	-11.0842	-0.081797	-7.13855	0.258733	8.89424	8.34045	8.53011	10803.5	1475.68	0.659138	0.84914	2527.88	17122.7	4201.91	569.8	72.6577	281.553	40.2189	2.21149	0.184437	6.68144	-0.44	-0.127387
210.399	148.341	27.2376	3.42024	1.06435	178.341	-6.16703	-1.92188	0.0601995	50.3114	6468.93	-1.55773	2.77529	0.0257728	4.47935	-24.1138	4.71045	-11.7625	-0.347835	-7.81665	0.237246	9.00085	8.44165	8.55934	10786.1	1462.53	0.676959	0.877791	2502.6	15502.5	3924.88	500.576	65.1316	246.65	37.5066	1.87905	0.162228	6.51366	-0.44	-0.125879
209.751	148.206	27.2105	3.41707	1.05225	178.206	-6.21453	-1.93394	0.0626593	47.2972	6510.86	-1.73085	2.8235	0.0280153	4.11237	-23.4465	4.52318	-12.4642	-0.658005	-8.5427	0.214208	9.12786	8.562	8.62178	10758.9	1453.25	0.696642	0.909421	2482.47	14595.1	3593	426.4	56.5253	212.604	33.4608	1.44099	0.130729	6.34111	-0.44	-0.124372
209.103	148.071	27.1834	3.41389	1.04011	178.071	-6.26525	-1.94936	0.0654424	44.1497	6556.64	-1.9352	2.86646	0.0305722	3.57351	-22.0435	4.24321	-13.2567	-1.05036	-9.37699	0.187545	9.29962	8.72437	8.75493	10713.7	1451.3	0.71985	0.947706	2472.63	16132.3	3141.73	366.505	49.4723	193.461	26.555	0.949315	0.0944536	6.15943	-0.44	-0.122864
208.48	147.936	27.1574	3.41071	1.02796	177.936	-6.31795	-1.96744	0.0685484	40.9841	6602.68	-2.14846	2.89697	0.0333975	2.90693	-20.1207	3.88702	-14.1176	-1.54173	-10.291	0.160004	9.46731	8.88292	8.88744	10660.9	1445.13	0.743354	0.98572	2464.25	17960.8	2801.46	316.642	39.9909	144.14	19.0364	2.01585	0.11331	5.97454	-0.44	-0.121357
207.885	147.801	27.1326	3.40752	1.01578	177.801	-6.37086	-1.98665	0.0717917	37.9351	6649.65	-2.372	2.91686	0.0363041	2.0929	-18.0201	3.46586	-15.0694	-2.08272	-11.2567	0.132104	9.62162	9.02889	9.00455	10602.7	1436.54	0.766285	1.02185	2455.16	19887.4	2623.86	276.71	32.1578	1078.65	102.443	8.22027	0.275428	5.79212	-0.44	-0.119849
207.289	147.665	27.1077	3.40433	1.0036	177.665	-6.42851	-2.0104	0.0755449	34.9342	6698.34	-2.57069	2.92186	0.0395931	0.880327	-15.2252	2.9321	-16.1185	-2.76135	-12.3165	0.10328	9.73696	9.13832	9.06825	10538.8	1422.79	0.787643	1.05243	2440.96	21574.4	2831.29	254.551	27.5645	4643.49	519.743	29.9219	0.854146	5.59972	-0.44	-0.118342
206.694	147.529	27.0829	3.40114	0.99138	177.529	-6.49131	-2.03898	0.0796631	32.2046	6751.85	-2.71619	2.91252	0.0431145	-0.829594	-11.5879	2.17342	-17.3324	-3.60886	-13.4778	0.071473	9.8339	9.23051	9.11078	10452.1	1427.65	0.808549	1.08004	2425.8	23423.7	3146.35	271.42	26.8273	18848.7	1416.8	72.4142	1.98791	5.40663	-0.44	-0.116834
206.099	147.393	27.058	3.39793	0.979145	177.393	-6.55828	-2.07135	0.0841069	29.5546	6807.99	-2.80178	2.89035	0.0468215	-2.91855	-7.14278	1.26823	-18.6615	-4.60031	-14.7027	0.0384721	9.92111	9.31359	9.15006	10342.1	1454.81	0.828497	1.10513	2412.66	24260.1	3528.35	310.075	29.8549	42052.5	2720.38	127.17	3.53659	5.21194	-0.44	-0.115327
205.504	147.257	27.0332	3.39472	0.96689	177.257	-6.6337	-2.11069	0.0892968	26.8849	6869.77	-2.73226	2.83763	0.0507722	-5.08929	-3.3547	0.113994	-20.2023	-5.89716	-16.001	0.00534298	10.0643	9.44927	9.32067	10181.1	1519.32	0.845305	1.13275	2424.06	23471.1	3692.78	341.791	33.9411	62219.8	3727.19	151.619	3.9975	5.01214	-0.44	-0.113819
204.908	147.12	27.0084	3.39151	0.954618	177.12	-6.71346	-2.15344	0.0948438	24.2495	6935.22	-2.57793	2.77316	0.0548581	-7.20653	-0.279753	-1.20035	-21.8444	-7.34764	-17.3303	-0.0284658	10.263	9.63709	9.60321	10002.6	1597.39	0.860986	1.16557	2453.38	22268.7	3732.65	373.982	37.4348	76567.2	4313.92	160.178	3.87949	4.81017	-0.44	-0.112312
204.32	146.983	26.9839	3.38829	0.942316	176.95	-6.80372	-2.20328	0.101023	22.1632	7009.06	-2.18197	2.70113	0.0593467	-9.20137	-0.36048	-3.07172	-23.5843	-9.22888	-18.6807	-0.066187	10.7845	10.1281	10.4764	9817.03	1685.53	0.879331	1.24094	2562.19	20237.2	3481.95	351.901	36.8822	64939	3361.35	110.32	2.57573	4.6155	-0.44	-0.110804
203.778	146.846	26.9613	3.38506	0.929993	176.539	-6.89422	-2.25211	0.107159	20.3228	7084.99	-1.64689	2.64162	0.0640616	-11.197	-0.995381	-5.20265	-25.343	-11.2679	-19.98	-0.102636	11.7022	10.9913	12.1338	9650.14	1779.12	0.913512	1.40012	2744.19	19076.7	3262.15	322.838	35.0108	53378.7	2575.99	69.067	1.51967	4.43821	-0.44	-0.109296
203.236	146.709	26.9387	3.38184	0.917668	176.127	-6.99337	-2.30537	0.113817	18.5358	7165.08	-0.999961	2.58219	0.0692286	-13.2097	-2.06458	-7.64192	-27.1225	-13.6163	-21.2851	-0.139371	12.8503	12.071	14.2461	9486.98	1868.04	0.953997	1.60359	2972.97	18938.8	3041.29	288.32	32.4512	42391.6	1877.19	35.6915	0.724734	4.26225	-0.44	-0.107789
