I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
215.517	145.792	27.4515	3.36026	0.835253	178.169	-6.66833	-1.73275	0.0865996	24.4569	5181.48	0.717269	2.94585	0.0500725	-0.477341	8.03416	-0.0353976	-3.65153	-10.5062	0.303578	3.08E-05	13.1191	12.2899	26.9885	10260.2	4368.53	0.468265	1.82097	6216.15	15341.6	2060.05	320.609	29.7163	112.425	11.1096	0.698967	0.0486193	5.11609	-0.45	-0.1
214.987	145.799	27.4293	3.36043	0.835885	178.197	-6.73927	-1.75226	0.0911523	22.2597	5227.11	0.835089	2.88416	0.0534066	-1.3174	12.2098	-0.469247	-3.60191	-11.4336	0.397391	-0.0103301	13.0092	12.1884	26.507	10193.6	4251.1	0.450503	1.77403	6146.45	16857.6	1920.27	291.474	27.607	108.681	8.81846	0.595621	0.0432042	4.93802	-0.449648	-0.1
214.456	145.806	27.4071	3.36059	0.836521	178.225	-6.82047	-1.77264	0.0962769	20.5508	5270.5	0.9504	2.8169	0.0571137	-2.08596	15.0172	-1.14258	-3.46985	-12.5169	0.489497	-0.0223821	12.8946	12.0825	26.009	10126.1	4136.23	0.434564	1.72708	6072.85	18008.3	1853.03	256.874	24.5526	101.234	7.93099	0.510236	0.0368719	4.76765	-0.449296	-0.1
213.926	145.813	27.3849	3.36076	0.837151	178.253	-6.9033	-1.79303	0.101508	18.8536	5313.94	1.06548	2.74809	0.0608712	-2.85495	17.8142	-1.83271	-3.33706	-13.6242	0.580465	-0.0342395	12.7789	11.9755	25.5065	10056	4021.39	0.418743	1.6799	5998.38	19145.6	1779.33	222.123	21.5605	94.1533	7.0323	0.427087	0.0308952	4.59747	-0.448945	-0.1
213.395	145.82	27.3628	3.36093	0.837792	178.282	-6.9972	-1.81449	0.107486	17.2882	5353.64	1.17038	2.6691	0.0649943	-3.65624	20.4304	-2.6492	-3.20551	-14.9355	0.641214	-0.0446049	12.654	11.8599	24.971	9966.11	3905.92	0.404016	1.63127	5917.58	19803.4	1714.95	187.644	19.2571	88.4277	6.35538	0.363716	0.0276517	4.43067	-0.448593	-0.1
212.864	145.827	27.3406	3.36109	0.838421	178.31	-7.09443	-1.83586	0.113656	15.777	5393.61	1.27429	2.58981	0.0692424	-4.46175	22.8719	-3.50709	-3.06368	-16.2713	0.702814	-0.0548567	12.5285	11.7436	24.4302	9876.2	3791.27	0.38959	1.58258	5835.25	20453.1	1665.03	154.536	16.9959	82.8432	5.68226	0.309373	0.0245746	4.26485	-0.448241	-0.1
212.334	145.835	27.3184	3.36126	0.839067	178.339	-7.20323	-1.85855	0.120528	14.4993	5428.94	1.36159	2.50985	0.0739611	-5.28452	24.6655	-4.5162	-2.91053	-17.7718	0.728515	-0.0643378	12.3965	11.6213	23.8719	9785.02	3679.56	0.376453	1.53396	5748.98	20769.7	1676.83	127.589	15.7457	77.4506	5.06282	0.291168	0.023878	4.10501	-0.447889	-0.1
211.803	145.842	27.2962	3.36142	0.839696	178.366	-7.31752	-1.8812	0.127757	13.2634	5464.38	1.44549	2.42914	0.0789026	-6.22968	26.6514	-5.57821	-2.76186	-19.3251	0.745759	-0.0733312	12.2659	11.5002	23.3056	9693.85	3568.33	0.363865	1.48569	5659	21069.8	1743.7	103.047	14.3591	72.7601	4.58011	0.273219	0.0240446	3.94625	-0.447538	-0.1
211.273	145.849	27.274	3.36159	0.840346	178.395	-7.44326	-1.90537	0.135749	12.1524	5495.24	1.50949	2.34792	0.0843509	-7.32854	28.9916	-6.72359	-2.63592	-21.0656	0.719079	-0.0806781	12.1331	11.3771	22.7321	9607.06	3460.2	0.352438	1.43865	5565.55	21431.9	1865.64	89.1683	12.948	70.0444	4.13564	0.272307	0.0264679	3.792	-0.447186	-0.1
210.742	145.856	27.2519	3.36176	0.840978	178.424	-7.57737	-1.92962	0.144305	11.1184	5525.45	1.56559	2.26426	0.0900564	-8.67811	31.7528	-7.94398	-2.51135	-22.86	0.683636	-0.0875632	11.9936	11.2476	22.136	9521.13	3353.09	0.341382	1.39049	5468	21350.2	2097.02	86.3899	11.8147	67.2657	3.97353	0.259718	0.0292901	3.63985	-0.446834	-0.1
210.211	145.863	27.2297	3.36193	0.841629	178.452	-7.72231	-1.95543	0.153606	10.1987	5551.82	1.60218	2.17771	0.0961148	-10.246	35.1154	-9.1871	-2.39478	-24.7774	0.623328	-0.0929094	11.8412	11.1059	21.5206	9439.92	3249.47	0.330644	1.34131	5369.24	20597.8	2495.84	99.9699	10.8128	64.1623	4.21897	0.237514	0.0322405	3.4917	-0.446482	-0.1
