I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
215.517	145.792	27.4515	3.36026	0.835253	172.545	-6.18852	-1.66184	0.0587746	48.8206	6389.48	-1.09597	3.30254	0.029438	0.738414	-19.5181	2.63864	-5.08734	-5.66923	-2.94494	0.12886	20.1454	18.8721	28.7643	10032.8	3409.28	1.68824	3.56903	4038.82	14048.9	3764.87	422.962	55.1189	1159.36	35.187	1.79927	0.160787	6.61933	-0.45	-0.1
214.987	145.799	27.4293	3.36043	0.835885	172.595	-6.22779	-1.68627	0.0608864	46.1422	6450.02	-0.869042	3.27762	0.0309801	0.682836	-19.2803	2.63114	-5.04062	-6.10091	-3.10371	0.121426	19.4537	18.2263	26.9123	10027	3299.5	1.62241	3.32342	3895.72	13071.1	3424.52	386.675	50.753	1070.93	31.8036	1.69483	0.155428	6.46158	-0.449648	-0.1
214.456	145.806	27.4071	3.36059	0.836521	172.644	-6.27191	-1.71367	0.0634184	43.2801	6512.75	-0.63154	3.25477	0.0329377	0.469674	-17.2483	2.64867	-4.98881	-6.60896	-3.26031	0.11465	18.7603	17.5787	25.8838	10026.7	3267.88	1.52429	3.09697	3884.4	11931.8	3239.3	356.679	43.2774	832.428	29.0342	1.48867	0.133646	6.29314	-0.449296	-0.1
213.926	145.813	27.3849	3.36076	0.837151	172.693	-6.31701	-1.74163	0.06604	40.3866	6576.09	-0.396956	3.22918	0.0349481	0.227112	-15.0417	2.68386	-4.93941	-7.13155	-3.41001	0.108189	18.0764	16.9399	25.0195	10024.4	3253.24	1.42083	2.87806	3903.96	10952.5	3058.56	331.491	36.4268	605.777	26.2099	1.29327	0.113059	6.12235	-0.448945	-0.1
213.395	145.82	27.3628	3.36093	0.837792	172.743	-6.36748	-1.77248	0.0691984	37.3119	6641	-0.155082	3.18584	0.0372757	-0.300456	-11.7373	2.74888	-4.92235	-7.74759	-3.54345	0.102512	17.4477	16.3527	24.5716	10009.6	3248.64	1.30643	2.68412	3985.72	10611.9	2961.64	336.86	33.5346	406.466	23.61	1.16371	0.0995063	5.93894	-0.448593	-0.1
212.864	145.827	27.3406	3.36109	0.838421	172.792	-6.42027	-1.80429	0.0724949	34.4026	6707.58	0.0773399	3.13921	0.0396818	-0.877856	-8.34675	2.80561	-4.90429	-8.37486	-3.6327	0.0963012	16.8347	15.78	24.3792	9990.36	3287.51	1.1887	2.51094	4127.58	10735.1	2843.3	340.428	31.8389	250.284	20.7762	1.0394	0.0870172	5.75482	-0.448241	-0.1
212.334	145.835	27.3184	3.36126	0.839067	172.842	-6.47877	-1.83828	0.0762072	31.9631	6774.57	0.324333	3.0786	0.0422918	-1.77656	-4.61463	2.72898	-4.89564	-9.05285	-3.64639	0.0875469	16.2919	15.2731	24.2634	9952.24	3296.06	1.07798	2.3562	4261.61	12356.6	2699.39	338.705	34.115	204.337	17.7335	0.930859	0.0778978	5.56937	-0.447889	-0.1
211.803	145.842	27.2962	3.36142	0.839696	172.891	-6.54105	-1.87309	0.0801417	29.526	6844.37	0.559019	3.0116	0.0449766	-2.71321	-0.580059	2.70292	-4.90239	-9.74935	-3.59865	0.0794682	15.7475	14.7645	24.2404	9904.94	3351.58	0.970437	2.22133	4439.54	13716.5	2568.29	326.901	35.2256	159.792	15.1169	0.808001	0.0671742	5.38424	-0.447538	-0.1
211.273	145.849	27.274	3.36159	0.840346	172.942	-6.60863	-1.90898	0.0844565	27.1251	6913.35	0.811341	2.93053	0.0477593	-3.93198	3.93113	2.64078	-4.9301	-10.5009	-3.50515	0.0719628	15.2159	14.2678	24.1743	9834.19	3371.83	0.86477	2.08661	4598.13	14978	2453.73	297.48	34.4577	128.416	13.2724	0.661775	0.0536752	5.20055	-0.447186	-0.1
210.742	145.856	27.2519	3.36176	0.840978	172.991	-6.68239	-1.94562	0.0891618	24.8438	6985.55	1.05397	2.83617	0.0505556	-5.01433	7.96352	2.56905	-4.97381	-11.2816	-3.32351	0.0637594	14.6856	13.7721	23.8535	9743.82	3392.42	0.772617	1.958	4721.68	15574	2264.58	271.053	33.62	107.207	11.2416	0.538614	0.0431043	5.01636	-0.446834	-0.1
210.211	145.863	27.2297	3.36193	0.841629	173.042	-6.76164	-1.98303	0.0942713	22.7032	7055.99	1.30903	2.72675	0.0533461	-6.12337	11.469	2.39775	-5.01659	-12.1267	-3.09904	0.0549555	14.1063	13.2304	23.4055	9624.52	3398.74	0.6786	1.81936	4832.19	15459.9	1993.75	247.559	32.5268	95.6016	9.02754	0.440561	0.0354013	4.8328	-0.446482	-0.1
209.681	145.87	27.2075	3.3621	0.842263	173.091	-6.84926	-2.01987	0.0997283	20.8122	7128.99	1.5562	2.62129	0.0563015	-6.88795	13.6526	2.07665	-5.06657	-12.9854	-2.78047	0.0436696	13.6083	12.7649	22.71	9512.28	3370.59	0.608262	1.6952	4864.06	15635.6	1765.55	225.84	30.7835	89.6386	7.50146	0.368088	0.029591	4.65625	-0.446131	-0.1
209.15	145.877	27.1854	3.36227	0.842915	173.142	-6.9418	-2.05664	0.105426	19.0775	7199.31	1.80733	2.51808	0.0593712	-7.48486	14.9644	1.60582	-5.08997	-13.8886	-2.43541	0.0313323	13.0982	12.2878	22.0473	9396.78	3359.18	0.539114	1.57553	4907.93	15991.7	1563.79	205.108	28.5431	87.217	6.4208	0.312739	0.0250302	4.48453	-0.445779	-0.1
208.62	145.885	27.1632	3.36243	0.843552	173.192	-7.04541	-2.09217	0.111722	17.5046	7270.51	2.0461	2.42301	0.0628874	-7.78486	15.7293	0.933094	-5.11366	-14.8164	-2.0488	0.0172314	12.7153	11.93	21.3844	9297.74	3317.21	0.492403	1.48255	4903.09	16166.8	1345.87	183.699	26.1233	84.4376	5.27902	0.27262	0.0219048	4.31765	-0.445427	-0.1
208.089	145.892	27.1411	3.3626	0.844203	173.242	-7.15313	-2.12772	0.118274	15.993	7338.64	2.28093	2.33134	0.0666048	-7.9497	16.2719	0.154768	-5.10635	-15.7832	-1.66609	0.0030906	12.344	11.583	20.8579	9199.63	3303.94	0.44625	1.39958	4927.76	16284.5	1122.05	161.833	23.5934	81.4955	4.10552	0.238537	0.0193412	4.15254	-0.445075	-0.1
207.559	145.899	27.119	3.36277	0.844844	173.292	-7.27483	-2.16139	0.125601	14.7004	7404.77	2.49229	2.25028	0.0710049	-8.17402	16.8892	-1.01306	-5.064	-16.8283	-1.27106	-0.0135365	12.0415	11.3004	20.2856	9133.6	3253.43	0.414537	1.32981	4910.21	16996.5	1092.45	141.712	19.9629	79.3315	3.53623	0.21648	0.0174974	3.99406	-0.444724	-0.1
207.028	145.906	27.0968	3.36294	0.845493	173.343	-7.39933	-2.1951	0.133101	13.4506	7468.63	2.69698	2.17153	0.0755646	-8.37065	17.5371	-2.26811	-4.9985	-17.9091	-0.882441	-0.0302475	11.7398	11.0187	19.7564	9071.95	3214.53	0.38269	1.26272	4903.42	17840.2	1105	121.852	16.0922	77.3312	3.0864	0.196824	0.0157962	3.83676	-0.444372	-0.1
206.498	145.913	27.0747	3.36311	0.84614	173.393	-7.54099	-2.22653	0.141887	12.356	7526.81	2.86132	2.09455	0.0809717	-9.10953	20.1289	-3.90245	-4.8928	-19.0708	-0.514183	-0.0466052	11.4273	10.7266	19.0927	9023.24	3141.42	0.357465	1.19326	4861.03	17930.4	1352.73	100.662	13.2924	73.3098	2.911	0.187962	0.0152447	3.68307	-0.44402	-0.1
