I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
221.532	150.462	27.7036	3.47015	1.25498	178	-5.59644	-1.85832	0.0384302	91.5596	3975.54	-0.251092	2.91491	0.0127956	2.69959	-1.49103	6.35948	-7.57499	2.13049	-3.725	0.582091	7.10671	6.64844	8.56529	11675.2	1590.07	0.512291	0.454688	3317.14	41344.3	7205.47	1220.92	146.837	572.145	64.951	6.48603	0.437043	8.78223	-0.44	-0.15
220.779	150.331	27.672	3.46707	1.24325	178	-5.62985	-1.85436	0.0393031	89.14	3998.89	-0.262847	2.88942	0.0131673	2.69757	-1.24205	6.49359	-7.80066	2.21248	-3.93954	0.578718	7.24855	6.7823	8.554	11622.3	1591.4	0.515111	0.477938	3234.73	40952.3	7034.08	1182.19	135.549	549.095	63.3424	6.2452	0.397985	8.65137	-0.44	-0.148492
220.027	150.2	27.6405	3.46399	1.23148	178	-5.66394	-1.85067	0.040218	86.7121	4022.53	-0.279022	2.86183	0.0135518	2.62318	-0.694894	6.6289	-8.03625	2.29541	-4.17307	0.574731	7.39156	6.9173	8.54241	11560.2	1591.19	0.519408	0.502673	3155.09	39373.4	6683.45	1181.41	134.917	505.743	59.9403	6.2914	0.39417	8.51924	-0.44	-0.146985
219.275	150.069	27.6089	3.46091	1.2197	178	-5.69883	-1.84742	0.0411874	84.2793	4046.19	-0.302794	2.82973	0.0139415	2.44559	0.299178	6.76488	-8.27836	2.37944	-4.42869	0.570018	7.53404	7.05185	8.52824	11484.4	1588.19	0.525666	0.529081	3078.62	37283.4	6820.06	1101.94	137.988	465.883	60.6695	5.78713	0.40653	8.38567	-0.44	-0.145477
218.547	149.938	27.5784	3.45782	1.20789	178.062	-5.73315	-1.84391	0.0421653	81.9271	4067.94	-0.333161	2.79383	0.0143127	2.18871	1.66245	6.89768	-8.52425	2.45782	-4.69394	0.564978	7.66212	7.17293	8.50422	11399.1	1583.47	0.532904	0.55443	3007.45	35377.8	6772.09	1046.36	130.582	430.629	59.6335	5.37397	0.379347	8.25569	-0.44	-0.14397
217.847	149.806	27.5491	3.45472	1.19605	178.194	-5.76679	-1.84003	0.0431472	79.6543	4087.62	-0.370917	2.75313	0.0146559	1.89256	3.24208	7.02958	-8.77875	2.53223	-4.97118	0.559768	7.77717	7.28178	8.47317	11303.6	1577.24	0.54088	0.578732	2941.71	34246.4	6577.73	1003.61	121.39	410.997	57.3806	5.02277	0.344043	8.12979	-0.44	-0.142462
217.147	149.674	27.5198	3.45162	1.1842	178.326	-5.80114	-1.83651	0.0441791	77.3588	4107.02	-0.416922	2.70488	0.0149777	1.55732	4.94018	7.16155	-9.05243	2.60222	-5.27111	0.553882	7.88669	7.3855	8.43803	11192.5	1569.2	0.549719	0.603336	2878.9	34703.5	6390.87	953.96	122.8	423.465	55.5507	4.66748	0.345843	8.00246	-0.44	-0.140955
216.446	149.542	27.4904	3.4485	1.17232	178.458	-5.83649	-1.83336	0.0452838	74.9684	4126.37	-0.474718	2.64796	0.0152761	1.49115	5.20715	7.30207	-9.36849	2.66861	-5.6056	0.5472	7.99002	7.48345	8.40172	11065.5	1559.85	0.55896	0.628066	2820.41	32982.8	6160.11	954.699	116.128	403.68	53.9803	4.62613	0.320442	7.87247	-0.44	-0.139447
215.746	149.41	27.4611	3.44539	1.16041	178.59	-5.87259	-1.83053	0.046452	72.4731	4145.86	-0.54114	2.59148	0.0156001	1.80614	3.56773	7.45156	-9.72467	2.73094	-5.96785	0.539826	8.08825	7.57665	8.3658	10939.7	1549.83	0.568184	0.652575	2765.53	31011	5981.89	922.139	111.232	383.16	53.0665	4.37828	0.301778	7.73975	-0.44	-0.13794
215.045	149.277	27.4318	3.44226	1.14848	178.723	-5.90964	-1.82809	0.0476981	69.8985	4165.72	-0.618098	2.54415	0.0160084	2.63146	-0.649454	7.60803	-10.1349	2.78672	-6.36718	0.531645	8.18099	7.66474	8.33227	10832.6	1539.33	0.577242	0.676714	2715.19	29071.2	5853.84	864.082	102.252	367.035	52.7612	3.9541	0.27052	7.60375	-0.44	-0.136432
