I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
221.532	150.462	27.7036	3.47015	1.25498	183.462	-5.75172	-1.99464	0.0453108	70.6506	5602.79	-1.03272	2.96544	0.0171416	-5.37101	14.9365	1.79961	-5.27401	-3.70266	-1.65522	0.127472	14.4854	13.5514	28.9832	10490.2	4491.25	0.993358	2.179	6006.06	24679.3	6184.64	821.334	103.618	305.061	59.7854	3.00915	0.244601	7.87046	-0.44	-0.15
220.779	150.331	27.672	3.46707	1.24325	183.331	-5.79582	-1.99957	0.0469316	67.2447	5644.82	-1.02502	2.97582	0.0182324	-4.80519	12.731	1.72236	-5.39897	-3.99997	-1.79457	0.116081	15.771	14.7566	31.8494	10290.9	4666.79	1.09769	2.5907	6087.8	22761	5925.31	769.519	92.9196	285.659	57.7301	2.88157	0.215847	7.68758	-0.44	-0.148492
220.027	150.2	27.6405	3.46399	1.23148	183.2	-5.84203	-2.00567	0.0487159	63.7336	5688.64	-0.978606	2.96422	0.0193253	-1.90516	3.85576	1.63855	-5.5013	-4.3407	-1.95199	0.104687	16.9607	15.8724	33.4321	10086.1	4676.6	1.1907	2.92727	5919.79	20213.6	5485.2	692.664	93.2758	254.973	53.7887	2.66343	0.223378	7.49785	-0.44	-0.146985
219.275	150.069	27.6089	3.46091	1.2197	183.069	-5.89118	-2.0133	0.0507363	60.0667	5734.08	-0.885674	2.99652	0.0209118	2.94684	-10.0991	1.56078	-5.57151	-4.7304	-2.12603	0.093895	17.9906	16.8392	33.6434	10019.6	4519.49	1.27632	3.15616	5567.24	18681.2	5261.26	626.984	83.3725	254.216	52.524	2.46543	0.205914	7.29895	-0.44	-0.145477
218.547	149.938	27.5784	3.45782	1.20789	182.938	-5.94123	-2.02152	0.0528983	56.4035	5777.3	-0.759211	3.05041	0.0228312	6.32833	-19.9157	1.50406	-5.59863	-5.153	-2.30155	0.0848862	18.6937	17.5002	32.9152	10029.6	4293.22	1.34816	3.27405	5182.08	17301.6	4905.64	565.673	73.1747	258.985	49.5611	2.27937	0.188076	7.09947	-0.44	-0.14397
217.847	149.806	27.5491	3.45472	1.19605	182.806	-5.9921	-2.03026	0.0552119	52.7602	5817.12	-0.607071	3.10822	0.0249826	8.06475	-24.8911	1.48052	-5.57619	-5.60791	-2.46899	0.0782174	18.9966	17.7866	31.6811	10073.4	4064.7	1.39204	3.28608	4857.34	15788	4474.06	503.31	63.5505	256.311	45.3878	2.0801	0.170249	6.89995	-0.44	-0.142462
217.147	149.674	27.5198	3.45162	1.1842	182.674	-6.04591	-2.04062	0.0578063	48.9674	5857.35	-0.427148	3.16088	0.0274168	8.43238	-25.4631	1.47722	-5.52608	-6.11421	-2.64078	0.0723898	19.0338	17.8242	30.4007	10115.9	3853.24	1.41031	3.24229	4614.83	13486.2	4047.79	418.324	55.4399	225.679	40.7822	1.76496	0.153696	6.69114	-0.44	-0.140955
216.446	149.542	27.4904	3.4485	1.17232	182.542	-6.10455	-2.05337	0.0608322	45.1187	5897.08	-0.224754	3.19256	0.0301626	8.11418	-23.9269	1.48685	-5.42426	-6.70926	-2.79662	0.0671331	18.7766	17.5861	29.2532	10144.5	3682.48	1.3835	3.13196	4480.25	12332.2	3539.87	384.598	46.4549	210.848	35.1161	1.61202	0.133269	6.47001	-0.44	-0.139447
215.746	149.41	27.4611	3.44539	1.16041	182.41	-6.16718	-2.06789	0.0641774	41.4246	5936.4	-0.0111169	3.2076	0.0331191	7.29647	-21.0703	1.47792	-5.2649	-7.37075	-2.92328	0.0612936	18.3525	17.1917	28.1656	10166.3	3531.21	1.32762	2.98143	4401.54	11507.6	3085.62	361.212	39.936	189.667	29.7784	1.43119	0.118142	6.24283	-0.44	-0.13794
215.045	149.277	27.4318	3.44226	1.14848	182.277	-6.23485	-2.08439	0.0679052	37.8042	5975.13	0.211721	3.20107	0.0362959	5.93056	-16.6257	1.47079	-5.04307	-8.11324	-3.00832	0.0556334	17.7388	16.6194	27.0422	10181.5	3393.23	1.23976	2.78201	4367.63	10720.3	2754.6	326.534	34.7404	148.638	25.3384	1.12992	0.101813	6.01006	-0.44	-0.136432
