I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
221.532	150.462	27.7036	3.47015	1.25498	180	-5.66959	-1.96179	0.0417454	81.1386	6605.63	-0.762054	2.65915	0.0133963	-3.82764	7.14923	1.55163	-4.93324	-2.17024	-1.12123	0.125986	7.92428	7.41329	8.99826	10975.4	1620.03	0.558453	0.583987	3090.99	29249.9	6564.73	885.319	123.228	367.345	59.9056	3.4361	0.326153	8.31137	-0.44	-0.15
220.779	150.331	27.672	3.46707	1.24325	180	-5.70744	-1.964	0.0429208	78.3277	6641.94	-0.931565	2.60316	0.0137355	-4.51388	9.29399	1.45605	-4.97369	-2.31321	-1.1932	0.11412	8.11075	7.58904	9.05338	10864.6	1622.25	0.56713	0.618574	3028.24	27625.1	6373.96	866.308	113.641	330.313	57.1415	3.29549	0.291356	8.1585	-0.44	-0.148492
220.027	150.2	27.6405	3.46399	1.23148	180	-5.74663	-1.96702	0.0441873	75.4661	6679.57	-1.11996	2.53786	0.0140578	-5.2847	11.5401	1.34474	-5.03835	-2.47578	-1.27483	0.101498	8.30259	7.76987	9.13477	10734.5	1636.39	0.576777	0.6547	2976.53	26498.1	6006.05	825.951	104.41	301.205	53.9206	3.04653	0.261156	8.00124	-0.44	-0.146985
219.275	150.069	27.6089	3.46091	1.2197	180	-5.78766	-1.97101	0.045584	72.5315	6718.46	-1.30537	2.50357	0.0146064	-5.98851	13.1855	1.21491	-5.12963	-2.66354	-1.36734	0.0882503	9.02257	8.44514	10.4083	10573.1	2016.27	0.606521	0.754257	3141.75	24958.3	5864.47	766.782	106.512	277.122	55.0586	2.78067	0.267497	7.83801	-0.44	-0.145477
218.547	149.938	27.5784	3.45782	1.20789	179.938	-5.82879	-1.9752	0.0470526	69.4854	6755.99	-1.4662	2.52425	0.0155379	-6.04581	12.3231	1.0913	-5.24291	-2.87342	-1.47638	0.0759929	10.3952	9.73165	13.6426	10392.9	2739.96	0.668408	0.976872	3618.54	23584.4	5730.67	719.895	101.493	284.007	57.3105	2.59696	0.253338	7.67456	-0.44	-0.14397
217.847	149.806	27.5491	3.45472	1.19605	179.806	-5.87	-1.97972	0.0486072	66.3149	6792.76	-1.58963	2.5932	0.0168637	-5.13254	7.92822	0.975077	-5.37221	-3.11208	-1.60549	0.0647298	12.0733	11.3043	18.2011	10216.6	3561.06	0.75754	1.3164	4267.33	22328.1	5536.03	682.143	93.2674	359.466	58.7087	2.48487	0.231269	7.51	-0.44	-0.142462
217.147	149.674	27.5198	3.45162	1.1842	179.674	-5.91313	-1.98551	0.0503363	62.9153	6831.25	-1.66572	2.69584	0.0185747	-2.57709	-1.63356	0.843725	-5.52439	-3.38697	-1.75993	0.0531357	13.6559	12.7881	23.1145	10067.2	4253.24	0.86027	1.72966	4915.08	21093.4	5191.99	642.915	85.1048	540.345	57.0813	2.39304	0.211498	7.33656	-0.44	-0.140955
216.446	149.542	27.4904	3.4485	1.17232	179.542	-5.95929	-1.99338	0.0523245	59.3385	6873.53	-1.6629	2.83149	0.0208347	0.211878	-11.4386	0.676599	-5.68685	-3.72214	-1.94836	0.0403976	14.965	14.0163	26.9915	10028.2	4607.37	0.959624	2.14794	5305.42	18844.3	4927.65	598.384	76.9796	1082.25	54.2457	2.31324	0.196964	7.15125	-0.44	-0.139447
215.746	149.41	27.4611	3.44539	1.16041	179.41	-6.00792	-2.00299	0.0545347	55.6159	6918.38	-1.59695	2.96037	0.023326	2.28251	-18.4966	0.482312	-5.85887	-4.10762	-2.16411	0.0270741	16.1357	15.1151	29.838	10033.9	4732.29	1.05028	2.52694	5479.13	16976.2	4564.3	543.113	68.8656	1722.43	49.032	2.19549	0.185219	6.95664	-0.44	-0.13794
215.045	149.277	27.4318	3.44226	1.14848	179.277	-6.05978	-2.01487	0.0570356	51.7028	6966.25	-1.45405	3.06344	0.0259905	3.24016	-21.4111	0.255675	-6.04489	-4.55785	-2.41497	0.0132838	17.1871	16.1026	31.4166	10062.2	4623.67	1.13007	2.83938	5409.37	14789.5	4137.36	459.942	60.9675	2073.71	42.4764	1.94105	0.175624	6.75033	-0.44	-0.136432
214.345	149.144	27.4025	3.43914	1.13653	179.144	-6.1167	-2.0303	0.0600189	47.7551	7016.92	-1.21671	3.11884	0.0288218	3.35649	-21.3631	-0.0456249	-6.24277	-5.11944	-2.70901	-0.00163505	17.9975	16.8644	31.3289	10080.6	4313.12	1.19705	3.02158	5113.82	12785.2	3669.96	391.079	49.8975	1737.36	35.8807	1.68509	0.147864	6.5279	-0.44	-0.134925
213.644	149.011	27.3732	3.436	1.12456	179.011	-6.17774	-2.04844	0.0633431	43.8492	7069.67	-0.924029	3.15524	0.0318839	3.07896	-19.9626	-0.401183	-6.44014	-5.76488	-3.02091	-0.0169591	18.5953	17.4274	30.4526	10096.9	3946.32	1.25956	3.13117	4753.25	11504.5	3289.53	349.959	41.5739	1406.1	30.2465	1.46401	0.127057	6.29753	-0.44	-0.133417
212.992	148.877	27.3459	3.43286	1.11256	178.877	-6.23839	-2.06698	0.0667384	40.2694	7116.73	-0.596823	3.17194	0.0349396	2.5144	-17.3672	-0.703373	-6.57889	-6.45221	-3.31927	-0.0284321	18.8243	17.6446	28.7817	10109.7	3581.27	1.31324	3.14063	4381.99	11073.9	3031.94	342.869	37.157	1169.43	25.9992	1.30233	0.117064	6.07852	-0.44	-0.13191
212.344	148.744	27.3188	3.42972	1.10055	178.744	-6.30651	-2.08979	0.0708551	36.4587	7165.74	-0.222099	3.15743	0.0384448	1.12668	-12.402	-1.01996	-6.74347	-7.29961	-3.62583	-0.0366998	18.621	17.4565	26.8989	10097.9	3276.46	1.33372	3.05459	4096.61	10971.4	2923.07	342.267	34.2952	620.69	22.7539	1.11939	0.0980413	5.84541	-0.44	-0.130402
211.695	148.61	27.2917	3.42656	1.0885	178.61	-6.38169	-2.11607	0.075585	32.6901	7218.15	0.169763	3.10615	0.0420914	-0.584331	-6.95773	-1.33186	-6.88794	-8.25226	-3.88166	-0.0432283	18.1242	16.9932	25.0124	10046.9	3016.66	1.31675	2.89661	3878.27	11729.1	2788.67	320.7	34.5843	308.191	19.3479	0.906095	0.0821772	5.60197	-0.44	-0.128894
211.047	148.475	27.2646	3.4234	1.07644	178.475	-6.46277	-2.14505	0.0808166	29.0963	7272.05	0.572547	3.02935	0.0458938	-2.64052	-1.12923	-1.67783	-7.01191	-9.28546	-4.08802	-0.0489089	17.4787	16.3904	23.1507	9964.42	2778.09	1.27973	2.70426	3696.44	13232.8	2586.88	296.333	37.106	168.77	15.5755	0.717095	0.068495	5.35222	-0.44	-0.127387
210.399	148.341	27.2376	3.42024	1.06435	178.341	-6.55745	-2.17778	0.0868081	26.0884	7329.21	0.972556	2.91775	0.0497459	-4.87867	4.36071	-2.12538	-7.01496	-10.4707	-4.12379	-0.0549001	16.6491	15.6146	21.391	9831.92	2573.5	1.21255	2.47432	3563.9	14845.4	2245.05	278.898	35.2487	129.205	12.0905	0.586474	0.051721	5.10943	-0.44	-0.125879
209.751	148.206	27.2105	3.41707	1.05225	178.206	-6.65929	-2.21183	0.0932456	23.1962	7387.04	1.36211	2.79218	0.0536367	-6.87147	9.18024	-2.62248	-6.98191	-11.7401	-4.09839	-0.060255	15.7684	14.7908	19.6556	9678.66	2378.38	1.13798	2.23758	3441.59	15876.1	1941.13	255.39	33.0143	105.486	9.30987	0.461338	0.037599	4.86837	-0.44	-0.124372
209.103	148.071	27.1834	3.41389	1.04011	178.071	-6.77479	-2.24783	0.100506	20.5722	7447.27	1.73296	2.64497	0.0575842	-8.08025	12.5199	-3.21007	-6.86984	-13.1243	-3.93091	-0.0657684	14.8204	13.9036	18.0819	9499.42	2212.29	1.04352	1.99278	3355.85	15441.7	1704.23	226.105	30.399	93.8175	7.65789	0.361014	0.0288346	4.62969	-0.44	-0.122864
208.48	147.936	27.1574	3.41071	1.02796	177.936	-6.90107	-2.28211	0.108126	18.4335	7501.35	2.04412	2.5165	0.061839	-8.71676	13.8453	-3.87615	-6.61626	-14.517	-3.62437	-0.070504	14.0235	13.1578	17.0067	9348.08	2105.43	0.950579	1.79172	3334.19	15501.7	1399.85	199.745	27.5526	88.3628	5.84282	0.300415	0.0236074	4.41326	-0.44	-0.121357
207.885	147.801	27.1326	3.40752	1.01578	177.801	-7.03053	-2.31339	0.115804	16.5724	7550.85	2.31362	2.40058	0.0661804	-9.24403	14.5934	-4.53351	-6.32682	-15.8513	-3.24096	-0.0749512	13.3566	12.5338	16.4124	9216.99	2061.11	0.851888	1.62295	3392.63	15699.9	1176.79	174.692	24.5416	84.1435	4.46944	0.255959	0.0200397	4.21312	-0.44	-0.119849
207.289	147.665	27.1077	3.40433	1.0036	177.665	-7.1759	-2.34435	0.124378	14.9163	7597.18	2.53855	2.29571	0.0712821	-9.96086	15.1785	-5.43452	-5.98937	-17.3022	-2.82527	-0.0801895	12.8066	12.0192	16.1263	9109.79	2049.89	0.757354	1.48385	3491.06	16254.1	1191.57	147.223	20.9457	79.9592	4.03534	0.221739	0.0182814	4.01878	-0.44	-0.118342
206.694	147.529	27.0829	3.40114	0.99138	177.529	-7.33576	-2.37361	0.133837	13.4173	7642.63	2.73378	2.19677	0.077041	-11.1109	16.676	-6.59394	-5.66099	-18.7953	-2.37059	-0.0874926	12.3029	11.548	16.0002	9022.19	2074.14	0.664296	1.36189	3630.07	17187.1	1363.87	118.48	17.2408	78.6752	3.62125	0.192626	0.0172007	3.82896	-0.44	-0.116834
206.099	147.393	27.058	3.39793	0.979145	177.393	-7.50732	-2.40188	0.144085	12.0094	7685.62	2.90081	2.10068	0.0833672	-12.7406	19.0691	-7.96261	-5.34373	-20.36	-1.92035	-0.0952916	11.8091	11.086	15.8845	8948.21	2109.04	0.574779	1.24661	3776.2	18261.5	1717.36	95.9234	13.2044	79.6848	3.45127	0.183678	0.0162461	3.6417	-0.44	-0.115327
205.504	147.257	27.0332	3.39472	0.96689	177.257	-7.70075	-2.42867	0.156084	10.7599	7723.38	3.01625	2.00087	0.0906243	-15.402	23.5456	-9.58223	-5.03848	-21.9545	-1.44697	-0.101732	11.3195	10.6277	15.7056	8870.77	2147.49	0.493565	1.1395	3913.94	18509.5	1988.58	87.6888	10.4387	77.7324	3.39468	0.192175	0.0163678	3.45753	-0.44	-0.113819
