I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
215.517	145.792	27.4515	3.36026	0.835253	181.961	-7.00493	-1.71957	0.109117	16.0884	5560.94	1.2171	2.72365	0.0679896	-6.07997	23.242	-4.6694	-3.8176	-14.4623	0.328353	-0.073102	13.14	12.3094	24.7618	10035.2	3573.25	0.418076	1.69252	5606.29	22232	1944.83	173.013	27.6769	66.4533	3.97992	0.272857	0.0683761	4.38817	-0.45	-0.1
214.987	145.799	27.4293	3.36043	0.835885	181.996	-7.10853	-1.7381	0.11585	14.5199	5592.99	1.30243	2.63441	0.0727386	-7.1837	25.9735	-5.81486	-3.69188	-15.9452	0.269972	-0.0839262	13.014	12.193	24.2034	9930.61	3479.51	0.403903	1.64369	5520.24	22420.8	2088.25	147.873	26.1006	58.4081	3.5862	0.232253	0.074332	4.20909	-0.449648	-0.1
214.456	145.806	27.4071	3.36059	0.836521	182.031	-7.22816	-1.75859	0.123427	13.3167	5618.94	1.36496	2.54722	0.0780695	-8.49903	27.949	-7.22977	-3.55626	-17.6384	0.145935	-0.0942997	12.8723	12.0616	23.6089	9840.12	3388.3	0.391337	1.59305	5429.49	22489.8	2226.81	120.585	25.7855	51.7253	3.23132	0.198823	0.0783913	4.04233	-0.449296	-0.1
213.926	145.813	27.3849	3.36076	0.837151	182.067	-7.34996	-1.77919	0.131143	12.1315	5644.49	1.42568	2.45955	0.0834741	-9.82965	30.027	-8.65509	-3.42653	-19.3532	0.0126389	-0.104418	12.7289	11.9287	23.01	9749.56	3297.22	0.378934	1.54224	5338.01	22550	2367.61	96.1762	25.1519	45.3136	2.89779	0.16855	0.0816374	3.87636	-0.448945	-0.1
213.395	145.82	27.3628	3.36093	0.837792	182.102	-7.48833	-1.80219	0.139921	11.117	5663.76	1.46126	2.3678	0.0894083	-11.6078	32.8242	-10.2503	-3.37191	-21.3001	-0.214542	-0.112088	12.5705	11.7816	22.3817	9664.65	3207.42	0.367772	1.49041	5242.42	22592.2	2586.88	91.4878	22.4309	41.4297	2.8033	0.15944	0.078913	3.71834	-0.448593	-0.1
212.864	145.827	27.3406	3.36109	0.838421	182.137	-7.63089	-1.82538	0.148964	10.1364	5682.7	1.49498	2.27562	0.0954658	-13.3678	35.6409	-11.8569	-3.32112	-23.2682	-0.449182	-0.119619	12.4099	11.6325	21.75	9577.25	3118.33	0.356864	1.43856	5146.47	22566.5	2736.29	89.28	19.7641	37.9691	2.67756	0.149532	0.0756155	3.56168	-0.448241	-0.1
212.334	145.835	27.3184	3.36126	0.839067	182.173	-7.79087	-1.85167	0.159138	9.31753	5695.83	1.50341	2.18035	0.101987	-15.4112	38.6775	-13.5616	-3.33897	-25.4316	-0.747614	-0.124785	12.24	11.4746	21.1177	9486.03	3033.14	0.347053	1.38792	5051.06	22007.1	2694.39	99.6107	17.246	36.0725	2.54647	0.14055	0.0695274	3.41262	-0.447889	-0.1
211.803	145.842	27.2962	3.36142	0.839696	182.208	-7.95734	-1.87809	0.169762	8.54053	5708.48	1.50921	2.08447	0.108665	-17.4417	41.7168	-15.2869	-3.36461	-27.6178	-1.04715	-0.129965	12.0663	11.313	20.4856	9388.29	2949.77	0.337459	1.33736	4956.7	21285.1	2696.57	111.698	14.5608	34.4906	2.5104	0.136184	0.0619213	3.26564	-0.447538	-0.1
211.273	145.849	27.274	3.36159	0.840346	182.244	-8.14003	-1.9071	0.181539	7.8812	5716.56	1.49249	1.98698	0.11572	-19.3785	44.8017	-16.9903	-3.44637	-29.9535	-1.36977	-0.132701	11.8856	11.145	19.8728	9278.38	2872.5	0.328478	1.28876	4867.43	20315.4	2618.27	131.716	11.4267	34.2292	2.56112	0.143854	0.0496707	3.12549	-0.447186	-0.1
210.742	145.856	27.2519	3.36176	0.840978	182.279	-8.33206	-1.93587	0.19402	7.27384	5723.6	1.47069	1.88918	0.122942	-21.3064	47.6865	-18.6841	-3.50769	-32.2771	-1.652	-0.135335	11.6963	10.9688	19.266	9158.12	2799.38	0.3193	1.23984	4782.67	19090.6	2548.93	140.221	9.07756	34.2776	2.63482	0.148899	0.0393791	2.98865	-0.446834	-0.1
210.211	145.863	27.2297	3.36193	0.841629	182.316	-8.53801	-1.96617	0.207562	6.75406	5727.55	1.43107	1.79149	0.130422	-22.816	50.2772	-20.224	-3.56058	-34.6544	-1.88875	-0.135817	11.4966	10.7827	18.6829	9024.44	2733.65	0.309886	1.19175	4706.75	17557	2462.52	134.838	7.70929	35.088	2.76663	0.151632	0.0312839	2.85787	-0.446482	-0.1
209.681	145.87	27.2075	3.3621	0.842263	182.351	-8.75469	-1.99496	0.222002	6.29869	5729.64	1.38328	1.69607	0.138072	-24.1896	52.4059	-21.6954	-3.5501	-36.95	-2.03978	-0.136239	11.2993	10.599	18.1379	8881.48	2674.89	0.300663	1.14607	4639.21	16350.2	2250.75	136.606	7.54419	36.3727	2.75734	0.162294	0.0240858	2.73266	-0.446131	-0.1
209.15	145.877	27.1854	3.36227	0.842915	182.387	-8.98134	-2.0241	0.237265	5.90879	5729.81	1.32228	1.6032	0.145898	-24.9289	54.0385	-22.9285	-3.49884	-39.2137	-2.12406	-0.135085	11.104	10.417	17.6367	8731.33	2623.67	0.291478	1.10306	4581.57	15341.4	1963.38	140.428	8.64922	38.1857	2.67283	0.177421	0.0186399	2.61314	-0.445779	-0.1
208.62	145.885	27.1632	3.36243	0.843552	182.423	-9.21697	-2.05026	0.253436	5.5907	5727.14	1.25105	1.5159	0.153836	-25.4962	55.2874	-23.9805	-3.33853	-41.2625	-2.11288	-0.133858	10.9246	10.2499	17.185	8576.97	2578.41	0.283219	1.06465	4529.69	13530.6	1842.65	136.147	8.73845	36.3364	2.8432	0.182807	0.01529	2.50193	-0.445427	-0.1
208.089	145.892	27.1411	3.3626	0.844203	182.459	-9.45784	-2.07642	0.27011	5.31537	5723.46	1.17142	1.43193	0.16186	-25.5657	56.2013	-24.7806	-3.14306	-43.2341	-2.06457	-0.131601	10.753	10.0901	16.7673	8421.52	2537.67	0.27529	1.02896	4483.2	11400.2	1758.93	128.455	8.51818	32.7405	3.08034	0.184199	0.0131394	2.39548	-0.445075	-0.1
207.559	145.899	27.119	3.36277	0.844844	182.494	-9.7044	-2.09971	0.287842	5.07677	5716.01	1.0817	1.35475	0.169958	-25.681	57.1315	-25.1252	-2.88931	-44.9012	-2.0124	-0.127527	10.6043	9.95174	16.3901	8260.98	2500.41	0.26887	0.998676	4436.44	10852.8	1587.35	119.34	8.53912	35.3001	3.11906	0.185589	0.0135815	2.29826	-0.444724	-0.1
207.028	145.906	27.0968	3.36294	0.845493	182.531	-9.95299	-2.12322	0.305879	4.84949	5708.18	0.988377	1.27937	0.178089	-25.6305	58.0168	-25.2652	-2.63465	-46.5134	-1.96531	-0.122535	10.4604	9.81784	16.0253	8099.4	2464.66	0.26271	0.969707	4390.68	10642.8	1399.87	110	8.53101	39.08	3.12112	0.186974	0.014717	2.20354	-0.444372	-0.1
206.498	145.913	27.0747	3.36311	0.84614	182.567	-10.204	-2.14515	0.3249	4.69312	5696.61	0.889651	1.21332	0.186287	-25.9379	58.475	-25.0258	-2.43861	-47.8344	-1.95128	-0.117514	10.3635	9.72799	15.7307	7939.56	2431.84	0.259409	0.950298	4342.65	9544.46	1322.82	101.342	7.79867	39.3712	3.40771	0.19407	0.0147968	2.11969	-0.44402	-0.1
