I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
215.517	145.792	27.4515	3.36026	0.835253	174.753	-6.31341	-1.69737	0.0655889	40.1309	5290.23	-0.110832	3.1955	0.0342118	1.59333	-16.1068	3.98135	-3.0916	-7.89489	-1.94653	0.159427	15.6061	14.6197	32.2198	9962.45	5025.58	0.868208	2.59537	6261.31	11285.7	2962.04	376.213	37.4589	198.827	27.7341	1.37979	0.114477	6.15394	-0.45	-0.1
214.987	145.799	27.4293	3.36043	0.835885	174.795	-6.36027	-1.72174	0.0683293	37.3161	5348.05	0.00588506	3.18469	0.0364793	1.52964	-12.699	4.16482	-2.9814	-8.32834	-1.87988	0.155506	15.1421	14.1867	32.2719	10001.3	5183.17	0.778931	2.51818	6485.6	11114.7	2700	379.427	32.3224	180.652	24.7312	1.28211	0.0981846	5.98355	-0.449648	-0.1
214.456	145.806	27.4071	3.36059	0.836521	174.838	-6.41354	-1.74851	0.0716316	34.6857	5408.82	0.149213	3.13857	0.0388948	1.15526	-8.51526	4.35402	-2.84827	-8.82031	-1.73204	0.150737	14.7349	13.8068	31.5317	10010.9	5192.08	0.708035	2.39537	6514.32	11563.2	2526.52	349.927	32.7023	152.125	22.1506	1.09166	0.0870687	5.80403	-0.449296	-0.1
213.926	145.813	27.3849	3.36076	0.837151	174.88	-6.46791	-1.77547	0.074992	32.1003	5470.52	0.29581	3.08953	0.0413219	0.758919	-4.28552	4.53442	-2.7167	-9.31784	-1.56656	0.145502	14.3383	13.4369	30.6921	10018.1	5174.54	0.640755	2.2674	6512.71	12080.7	2348.9	323.202	33.257	125.575	19.5539	0.913205	0.0762473	5.62496	-0.448945	-0.1
213.395	145.82	27.3628	3.36093	0.837792	174.923	-6.52872	-1.80374	0.0787375	29.8188	5533.01	0.466928	3.02391	0.0438531	0.144649	0.310364	4.65787	-2.57468	-9.87326	-1.32751	0.138825	13.9405	13.0656	29.4173	9998.58	5073.17	0.58533	2.11375	6401.29	12951.5	2123	320.221	35.1024	110.014	16.6459	0.829233	0.067132	5.44964	-0.448593	-0.1
212.864	145.827	27.3406	3.36109	0.838421	174.965	-6.59187	-1.8322	0.0826481	27.5232	5597.54	0.64307	2.9533	0.0464342	-0.427601	4.86226	4.8128	-2.43999	-10.4403	-1.06402	0.132133	13.5721	12.7219	28.1358	9971.25	4943.19	0.536148	1.96618	6269.76	13782	1917.37	312.115	36.325	95.4471	13.9835	0.737065	0.0581781	5.2734	-0.448241	-0.1
212.334	145.835	27.3184	3.36126	0.839067	175.008	-6.66128	-1.8616	0.0870598	25.2639	5660.53	0.830629	2.87006	0.0491891	-0.940959	9.2558	5.01524	-2.30333	-11.0892	-0.777224	0.126514	13.2452	12.4169	26.9469	9908	4791.61	0.497925	1.84029	6130.86	14494.1	1783.08	290.824	34.2058	85.0665	12.1266	0.629414	0.0474101	5.097	-0.447889	-0.1
211.803	145.842	27.2962	3.36142	0.839696	175.05	-6.73493	-1.89102	0.0916801	23.1752	5726.07	1.0221	2.78635	0.0520651	-1.29904	12.8456	5.15582	-2.16225	-11.7446	-0.449373	0.119353	12.9656	12.1562	25.9013	9842.09	4633.51	0.466014	1.73244	6002.19	15179.1	1622.08	274.266	33.1281	75.6959	10.174	0.546066	0.0397169	4.92233	-0.447538	-0.1
211.273	145.849	27.274	3.36159	0.840346	175.093	-6.81542	-1.92106	0.0966847	21.4231	5788.69	1.20954	2.7033	0.0551786	-1.28469	14.9479	5.16143	-1.9949	-12.4633	-0.0903535	0.110756	12.7457	11.9515	25.1232	9763.82	4492.88	0.441562	1.65489	5907.63	16217.9	1415.07	266.198	33.9293	69.8275	8.07506	0.507739	0.0375912	4.75255	-0.447186	-0.1
210.742	145.856	27.2519	3.36176	0.840978	175.135	-6.90179	-1.95059	0.101986	19.7528	5853.35	1.39473	2.62241	0.0585151	-1.08518	16.5106	5.14504	-1.84307	-13.2007	0.290366	0.101595	12.5417	11.7616	24.405	9692.53	4349.19	0.420186	1.58461	5818.94	17056	1268.19	247.93	32.4008	63.3247	6.52272	0.451681	0.0336355	4.586	-0.446834	-0.1
210.211	145.863	27.2297	3.36193	0.841629	175.179	-6.99427	-1.98018	0.107628	18.1879	5914.76	1.56593	2.54554	0.0621349	-0.480821	17.3969	5.10314	-1.68473	-13.9955	0.673669	0.0930388	12.3481	11.5814	23.7538	9626.37	4213.51	0.400967	1.52176	5740.45	17987.2	1179.12	223.403	29.2331	57.245	5.5235	0.390787	0.0290845	4.42412	-0.446482	-0.1
209.681	145.87	27.2075	3.3621	0.842263	175.221	-7.09526	-2.00904	0.113785	16.7366	5977	1.72553	2.47003	0.0661404	0.0590456	18.5128	4.9803	-1.51756	-14.8255	1.0617	0.0835006	12.1504	11.3973	23.0976	9566.82	4074.26	0.38319	1.45977	5660.4	18709.3	1211.89	198.982	25.2627	51.526	4.74788	0.340817	0.0248659	4.26437	-0.446131	-0.1
209.15	145.877	27.1854	3.36227	0.842915	175.265	-7.20193	-2.0381	0.12031	15.3717	6036.04	1.86793	2.39677	0.0704519	0.745631	19.8001	4.79649	-1.32373	-15.7166	1.44191	0.074016	11.9457	11.2066	22.4378	9512	3937.69	0.365904	1.39804	5581.05	19275.3	1352.83	174.675	20.2693	45.8452	4.26641	0.297637	0.0203475	4.1068	-0.445779	-0.1
208.62	145.885	27.1632	3.36243	0.843552	175.307	-7.32026	-2.06626	0.127605	14.1168	6094.44	1.99012	2.32182	0.0752406	1.14097	22.0254	4.54232	-1.15471	-16.6495	1.79153	0.0644034	11.7324	11.0078	21.7683	9452.11	3801.44	0.349687	1.33683	5500.3	19922.1	1531.07	145.73	17.3355	43.2191	3.93028	0.254946	0.0181511	3.95172	-0.445427	-0.1
208.089	145.892	27.1411	3.3626	0.844203	175.351	-7.44354	-2.09479	0.135245	12.9067	6150.13	2.09785	2.24632	0.0802579	1.58827	24.715	4.25194	-0.985224	-17.6351	2.1202	0.0551211	11.511	10.8014	21.0925	9390.5	3667.89	0.333566	1.27526	5420.46	20580.4	1738.9	113.596	15.0958	41.8254	3.65048	0.209589	0.0167324	3.79769	-0.445075	-0.1
207.559	145.899	27.119	3.36277	0.844844	175.393	-7.58193	-2.1222	0.144043	11.8342	6203.4	2.17968	2.16447	0.0857913	1.42387	28.3534	3.89826	-0.832915	-18.637	2.42418	0.0464807	11.2815	10.5873	20.4126	9309.22	3537.13	0.318444	1.21513	5339.43	20961.5	1894.42	99.0229	12.5268	42.6279	3.50514	0.200865	0.0150478	3.64611	-0.444724	-0.1
