I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
221.532	150.462	27.7036	3.47015	1.25498	177.538	-5.60008	-1.81481	0.0382437	90.3007	5175.94	-0.159149	2.8376	0.0123552	0.290139	2.68427	3.55607	-4.23565	-1.73208	-0.587936	0.321048	6.87358	6.43035	8.29086	11616.7	1555.75	0.498946	0.424966	3320.28	40430.6	7094.12	1285.1	144.089	541.441	56.0249	5.53121	0.377617	8.81077	-0.44	-0.15
220.779	150.331	27.672	3.46707	1.24325	177.669	-5.63449	-1.80808	0.0391096	87.9063	5185.72	-0.162615	2.80903	0.0126959	0.346708	2.6999	3.62225	-4.27284	-1.77067	-0.628699	0.318368	6.99172	6.54199	8.25594	11574	1557.55	0.498356	0.444285	3237.09	40279.3	6803.47	1264.4	134.5	527.163	53.6173	5.42819	0.349207	8.6799	-0.44	-0.148492
220.027	150.2	27.6405	3.46399	1.23148	177.8	-5.66958	-1.80136	0.0400139	85.5078	5195.22	-0.166562	2.78058	0.0130557	0.370827	2.83427	3.69269	-4.31551	-1.81186	-0.674263	0.31573	7.1072	6.65118	8.21862	11527.1	1558.24	0.498679	0.464331	3157.33	38140.1	6917.82	1184.07	133.908	482.539	54.5218	5.0229	0.34841	8.54821	-0.44	-0.146985
219.275	150.069	27.6089	3.46091	1.2197	177.931	-5.70558	-1.79479	0.0409674	83.1007	5204.57	-0.171497	2.75148	0.0134356	0.338103	3.21531	3.77293	-4.36416	-1.85199	-0.724284	0.313465	7.22011	6.75801	8.18012	11471.9	1557.61	0.500235	0.48534	3081.79	36799.8	6748.75	1108.56	136.624	447.886	52.8808	4.67134	0.360181	8.41564	-0.44	-0.145477
218.547	149.938	27.5784	3.45782	1.20789	178.062	-5.74102	-1.78785	0.0419274	80.7762	5211.47	-0.177256	2.72178	0.0138133	0.242537	3.87979	3.86103	-4.41838	-1.89057	-0.77607	0.311788	7.32229	6.85479	8.13779	11410.3	1555.79	0.502768	0.505574	3012.08	36943.8	6574.41	1046.96	129.062	438.396	51.0648	4.34845	0.337821	8.28686	-0.44	-0.14397
217.847	149.806	27.5491	3.45472	1.19605	178.194	-5.77579	-1.78039	0.042889	78.537	5215.6	-0.18396	2.69071	0.0141817	0.0781562	4.87646	3.95534	-4.47757	-1.92956	-0.829903	0.310537	7.41391	6.94166	8.09232	11341.3	1552.68	0.506251	0.524919	2948.03	37169.8	6366.53	1010.67	119.564	432.613	48.9477	4.14198	0.308088	8.1624	-0.44	-0.142462
217.147	149.674	27.5198	3.45162	1.1842	178.326	-5.81128	-1.773	0.0438929	76.2839	5219.7	-0.192216	2.65617	0.0145502	-0.185317	6.2797	4.05357	-4.54376	-1.97455	-0.887604	0.309141	7.50119	7.0245	8.04447	11260.8	1547.96	0.51097	0.544501	2886.81	35286.7	6091.16	1020.74	120.633	394.923	46.3957	4.20422	0.310811	8.03721	-0.44	-0.140955
216.446	149.542	27.4904	3.4485	1.17232	178.458	-5.84776	-1.76557	0.0449592	73.9752	5223.6	-0.202898	2.61424	0.0149032	-0.513513	7.98004	4.1629	-4.6157	-2.0214	-0.952062	0.307799	7.58652	7.10554	7.99755	11161.1	1541.3	0.51688	0.564763	2828.67	33462.5	5938.69	973.603	114.326	363.331	44.5148	3.89739	0.289212	7.91026	-0.44	-0.139447
215.746	149.41	27.4611	3.44539	1.16041	178.59	-5.885	-1.75814	0.0460765	71.6256	5227.4	-0.215584	2.56673	0.0152432	-0.799571	9.44788	4.28042	-4.69347	-2.07093	-1.02176	0.306448	7.66914	7.18405	7.95004	11048.2	1533.01	0.523544	0.58528	2772.69	31671.4	5787.77	927.332	111.707	335.334	42.6746	3.59968	0.279455	7.78168	-0.44	-0.13794
215.045	149.277	27.4318	3.44226	1.14848	178.723	-5.92316	-1.7507	0.0472553	69.2445	5231.09	-0.230727	2.5134	0.01557	-0.934544	10.1547	4.405	-4.77895	-2.12601	-1.09872	0.304934	7.74777	7.25885	7.90135	10922	1522.82	0.530989	0.605919	2719.21	29913	5563.12	941.838	105.196	311.07	40.5233	3.61292	0.258903	7.65117	-0.44	-0.136432
214.345	149.144	27.4025	3.43914	1.13653	178.856	-5.96259	-1.74336	0.0485249	66.8428	5234.83	-0.24956	2.46183	0.0159369	-0.539052	8.58912	4.53479	-4.87483	-2.19247	-1.18618	0.302953	7.81906	7.3268	7.8514	10802.8	1510.82	0.538896	0.626135	2669.73	28174.3	5425.92	891.569	106.413	291.551	39.1027	3.32319	0.259912	7.51804	-0.44	-0.134925
213.644	149.011	27.3732	3.436	1.12456	178.989	-6.00297	-1.73609	0.0498613	64.4232	5238.62	-0.270754	2.419	0.0163874	0.241489	5.53861	4.66993	-4.97891	-2.26594	-1.28164	0.300731	7.88364	7.38848	7.80149	10705.1	1498.02	0.546799	0.645431	2623.71	26450	5288.5	845.334	103.377	274.789	37.9232	3.06363	0.249815	7.38296	-0.44	-0.133417
212.992	148.877	27.3459	3.43286	1.11256	179.123	-6.04154	-1.72788	0.0511694	62.1632	5237.79	-0.29202	2.39021	0.0169088	1.30479	1.41721	4.81015	-5.0839	-2.33701	-1.3775	0.298959	7.93592	7.43856	7.75449	10640.6	1485.47	0.553961	0.662162	2584.38	25121.5	5157.41	808.316	95.214	265.772	37.0464	2.86192	0.226088	7.25558	-0.44	-0.13191
212.344	148.744	27.3188	3.42972	1.10055	179.256	-6.08145	-1.71978	0.0525888	59.8673	5236.92	-0.315854	2.38209	0.0176395	2.58689	-3.35766	4.96393	-5.20466	-2.41958	-1.48642	0.296993	7.98096	7.48187	7.71319	10622.8	1472.74	0.560572	0.677388	2550.88	23597.2	5014.87	772.654	89.9866	255.631	36.4248	2.71206	0.211563	7.12558	-0.44	-0.130402
211.695	148.61	27.2917	3.42656	1.0885	179.39	-6.12263	-1.71161	0.0541075	57.4743	5236.22	-0.340343	2.38673	0.0185394	3.80506	-7.80458	5.13883	-5.3448	-2.51481	-1.60854	0.294998	8.02369	7.52302	7.67705	10629.6	1460.06	0.566778	0.69193	2520.57	22152.1	4778.27	732.764	86.4665	246.431	35.1584	2.57908	0.203476	6.99226	-0.44	-0.128894
211.047	148.475	27.2646	3.4234	1.07644	179.525	-6.16483	-1.70357	0.0557123	55.0112	5235.89	-0.365565	2.40143	0.0195797	4.97493	-11.9384	5.32735	-5.50031	-2.62146	-1.7415	0.292856	8.06451	7.56239	7.64535	10654.6	1447.4	0.572619	0.705887	2493.01	20843.7	4432.66	689.588	85.629	238.223	33.0917	2.46241	0.203788	6.85611	-0.44	-0.127387
210.399	148.341	27.2376	3.42024	1.06435	179.659	-6.20943	-1.69576	0.0575243	52.4202	5236.51	-0.390447	2.43077	0.0209172	5.89808	-14.9237	5.54964	-5.69577	-2.75634	-1.90205	0.290443	8.10219	7.59882	7.62021	10695.2	1434.13	0.578153	0.718842	2469.55	19420.3	4198.63	652.169	78.727	228.708	32.0313	2.39328	0.189329	6.71312	-0.44	-0.125879
