I	J	COLAT	ALOCT	MLT	BNDLOC	XMIN	YMIN	FTV	BMIN	V	BIRK_fromV(NH)	P(RCM)	PV_gamma	Vtotx	Vtoty	Vx_exb	Vy_exb	vel_x	vel_y	Ey	PEDLAM	PEDPSI	HALL	RCM_T_p	RCM_T_e	RCM_N_e	EFLUX	EAVG	f_i_50-75	f_i_75-125	f_i_125-200	f_i_200-300	f_e_50-75	f_e_75-125	f_e_125-200	f_e_200-300	Vm	xi	yi
215.517	145.792	27.4515	3.36026	0.835253	179	-6.01997	-1.29505	0.0464458	70.5901	3556.01	-0.164603	2.59922	0.0156431	0.0703919	8.7936	3.76836	-4.45583	-2.56344	-0.776918	0.265976	7.52407	7.04852	7.71153	11195.1	1515.86	0.510639	0.568993	2737.35	34816.8	5961.44	1003.16	107.271	355.317	42.8831	4.03311	0.263032	7.7405	-0.45	-0.1
214.987	145.799	27.4293	3.36043	0.835885	179	-6.04279	-1.30083	0.047236	69.0608	3581.39	-0.170654	2.56689	0.0158916	-0.00680913	9.15638	3.80847	-4.48474	-2.6446	-0.800616	0.263033	7.57845	7.10031	7.68734	11117.3	1511.38	0.515007	0.582503	2703.63	33532.9	5856.16	983.108	100.883	339.475	41.75	3.87437	0.242483	7.65289	-0.449648	-0.1
214.456	145.806	27.4071	3.36059	0.836521	179	-6.06642	-1.30674	0.0480806	67.5182	3606.89	-0.177687	2.53455	0.0161591	0.0332226	8.81474	3.8478	-4.51277	-2.73651	-0.826508	0.25976	7.63056	7.14999	7.66374	11039.8	1505.16	0.520197	0.596177	2672.06	32603.4	5610.45	935.681	104.527	329.596	39.6297	3.61239	0.251861	7.56407	-0.449296	-0.1
213.926	145.813	27.3849	3.36076	0.837151	179	-6.0902	-1.31264	0.0489365	65.9649	3632.33	-0.184728	2.50292	0.0164359	0.108301	8.29525	3.88785	-4.54152	-2.83079	-0.852729	0.256467	7.68166	7.19873	7.64002	10964.5	1498.72	0.525458	0.609729	2640.98	31620	5393.82	890.516	106.643	319.861	37.7683	3.36235	0.256943	7.47492	-0.448945	-0.1
213.395	145.82	27.3628	3.36093	0.837792	179	-6.11471	-1.31873	0.0498453	64.3786	3658.05	-0.192344	2.47441	0.0167532	0.367893	6.88012	3.93054	-4.57338	-2.93525	-0.881801	0.252998	7.72824	7.24325	7.61613	10898.5	1491.05	0.531162	0.622799	2612.4	30330.3	5320.5	859.518	99.3791	310.307	37.1799	3.18433	0.235607	7.3845	-0.448593	-0.1
212.864	145.827	27.3406	3.36109	0.838421	179	-6.13958	-1.32476	0.0507821	62.7634	3683.63	-0.199643	2.44887	0.0171052	0.682502	5.20484	3.97497	-4.60781	-3.04604	-0.911862	0.249475	7.77263	7.28571	7.59189	10840.9	1483.02	0.536858	0.635543	2584.7	29032.1	5232.75	834.609	93.8801	301.376	36.5961	3.04565	0.219289	7.29309	-0.448241	-0.1
212.334	145.835	27.3184	3.36126	0.839067	179	-6.16509	-1.33105	0.0517738	61.0906	3709.66	-0.207128	2.42928	0.0175237	1.15267	2.91419	4.02462	-4.64869	-3.16771	-0.945849	0.245813	7.81276	7.3242	7.56726	10800	1474.2	0.542575	0.647698	2559.02	27731.8	5067.28	850.069	97.4998	294.218	35.7804	3.14445	0.228795	7.19997	-0.447889	-0.1
211.803	145.842	27.2962	3.36142	0.839696	179	-6.19122	-1.33726	0.0528114	59.4051	3735.54	-0.213664	2.41455	0.0180057	1.64212	0.532752	4.07458	-4.69347	-3.29977	-0.981598	0.242029	7.85067	7.36061	7.54336	10771.1	1465.11	0.54816	0.659449	2534.65	26397.5	4917.42	840.525	98.1934	286.572	35.0733	3.11426	0.230074	7.1054	-0.447538	-0.1
211.273	145.849	27.274	3.36159	0.840346	179	-6.21793	-1.34376	0.0538992	57.702	3761.99	-0.220062	2.4056	0.0185583	2.19623	-2.0023	4.12778	-4.74447	-3.44087	-1.02142	0.238129	7.88612	7.39473	7.52062	10756.4	1455.69	0.553579	0.670777	2512.01	24929.2	4833.52	808.395	93.456	277.776	34.881	2.95978	0.215777	7.00939	-0.447186	-0.1
210.742	145.856	27.2519	3.36176	0.840978	179	-6.24549	-1.35022	0.0550536	55.9797	3788.44	-0.224779	2.40239	0.0192034	2.74087	-4.49048	4.18106	-4.80296	-3.59879	-1.06418	0.234016	7.91977	7.42716	7.50078	10753.3	1446.23	0.558712	0.681583	2491.38	23635.2	4656.11	775.575	89.4843	269.919	33.9953	2.82169	0.205311	6.91145	-0.446834	-0.1
210.211	145.863	27.2297	3.36193	0.841629	179	-6.27357	-1.35693	0.0562547	54.2413	3815.49	-0.229154	2.40364	0.0199149	3.31057	-6.96526	4.23718	-4.86848	-3.76622	-1.11094	0.229781	7.95216	7.45841	7.48333	10759.2	1436.78	0.563604	0.692018	2472.37	22490	4387.51	743.365	83.5721	262.552	32.3972	2.69521	0.191054	6.81224	-0.446482	-0.1
209.681	145.87	27.2075	3.3621	0.842263	179	-6.30281	-1.36366	0.05755	52.4741	3842.78	-0.231293	2.41131	0.0207571	3.82758	-9.20657	4.29312	-4.94352	-3.95874	-1.1623	0.225223	7.98335	7.48856	7.47129	10774	1427.48	0.568107	0.701807	2456.07	21391	4204.4	711.489	78.8682	254.53	31.479	2.59298	0.180724	6.71043	-0.446131	-0.1
209.15	145.877	27.1854	3.36227	0.842915	179	-6.33249	-1.37062	0.0588871	50.6923	3870.66	-0.233219	2.42221	0.0216589	4.342	-11.345	4.34991	-5.02449	-4.16178	-1.21762	0.220467	8.01396	7.51815	7.46186	10793.4	1418.27	0.572403	0.711296	2441.12	20325.9	4051.57	678.613	74.7741	245.781	30.7843	2.49726	0.172408	6.60752	-0.445779	-0.1
